Command,Link,Description,Preprocessed_Description
show airmatch debug advanced stat,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-deb-adv-st.htm,This command displays detailed statistics about the APs or radios on a Mobility Conductor.,detailed statistics aps radios mobility conductor
show airmatch debug amon-stat,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-amon.htm,"Display statistics for AMON messages sent from APs to the Mobility Conductor. Each AP in a Mobility Conductor deployment measures its RF environment and then sends the managed device AMON messages about the radio feasibility based on that AP's hardware capability, radio and regulatory domain, and RF neighbors. The managed device forwards these messages to the Mobility Conductor, and the Mobility Conductor adds this information to a database, computes an optimal solution, and deploys the latest RF plan by sending updated settings to the APs. Run the show airmatch debug amon-stat to view details about these AMON messages.",display statistics amon messages sent aps mobility conductor ap mobility conductor deployment measures rf environment sends managed device amon messages radio feasibility based ap hardware capability radio regulatory domain rf neighbors managed device forwards messages mobility conductor mobility conductor adds information database computes optimal solution deploys latest rf plan sending updated settings aps run show airmatch debug view details amon messages
show airmatch debug apinfo,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-apinfo.htm,This command displays information about the AirMatch debug data of an AP.,information airmatch debug data ap
show airmatch debug client-history,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-clhst.htm,This command displays information about the airmatch client count debug data of an AP.,information airmatch client count debug data ap
show airmatch debug configs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-conf.htm,"This command displays the advanced configuration settings in the AirMatch profile. The optional output modifiers | begin , | exclude, and | include help you display those lines that begin, include, exclude, respectively, the line expression given in the CLI command. The | redirect-output modifier helps you redirect the command output.",advanced configuration settings airmatch profile optional output modifiers begin exclude include help display lines begin include exclude respectively line expression given cli modifier helps redirect output
show airmatch debug db-dump status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-db.htm,This command displays information about the status of the AirMatch debug database dump.,information status airmatch debug database dump
show airmatch debug db-stat,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-db-stat.htm,This command displays information about the AirMatch DB statistics.,information airmatch db statistics
show airmatch debug feasibility,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-feasb.htm,"Display information about an AP's feasibility based on that AP's hardware capability, radio and regulatory domain, and radio events such as radar detection and high noise detection.",display information ap feasibility based ap hardware capability radio regulatory domain radio events radar detection high noise detection
show airmatch debug history,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-histy.htm,"This command displays a history of AirMatch updates to an AP radio's channel, bandwidth, EIRP or mode.",history airmatch updates ap radio channel bandwidth eirp mode
show airmatch debug nbr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-nbr.htm,This command displays information about neighbor APs seen by an AP that is managed over AirMatch.,information neighbor aps seen ap managed airmatch
show airmatch debug optimization,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-optmz.htm,This command displays a list of RF debug optimizations performed by AirMatch.,list rf debug optimizations performed airmatch
show airmatch debug pathloss history rep-radio,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-pathls.htm,This command displays information about the recent AirMatch debug path loss.,information recent airmatch debug path loss
show airmatch debug populate-db,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-pltdb.htm,This command displays information about the database population of the collection.,information database population collection
show airmatch debug reporting-radio,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-radio.htm,Displays details for an AP radio reporting AirMatch data to a Mobility Conductor.,details ap radio reporting airmatch data mobility conductor
show airmatch debug schedule,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-sch.htm,This command displays details about deployment schedules when AirMatch updates are sent to the APs.,details deployment schedules airmatch updates sent aps
show airmatch debug solution,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbg-soln.htm,This command displays information about the current solution.,information current solution
show airmatch debug solver feasibility,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-am-dbug-solv.htm,"Displays the feasibility information used by AirMatch Solver for a particular AP or MAC address during optimization. The optional output modifiers | begin , | exclude, and | include help you display those lines that begin, include, exclude, respectively, the line expression given in the CLI command. The | redirect-output modifier helps you redirect the command output.",feasibility information used airmatch solver particular ap mac address optimization optional output modifiers begin exclude include help display lines begin include exclude respectively line expression given cli modifier helps redirect output
