Command,Link,Description
show branch-uplink-pool,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-branch-up.htm,"This command shows branch uplink pool configured for branch deployment, if uplink IPs conflict."
show bulkedit,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-bulkedit.htm,This command shows the bulkedit information such as the list of supported bulkedit headers or the status of the last bulkedit transaction.
show ca-bundle version,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ca-bundle%20version.htm,This command displays the version number of CA certificates.
show ccm-debug memory-usage,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ccm-dbg-mem.htm,This command shows the memory usage information.
show clock,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-clock.htm,"This command shows the configuration for the system clock, summer daylight savings configuration, timezone configuration, and gives details if the CLI-timestamp is enabled or disabled. Include the optional summer-time parameter to display configured daylight savings time settings. The timezone parameter shows the current timezone, with its time offset from Greenwich Mean Time."
show cluster-config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cluster-conf.htm,This command show the cluster configuration for the control plane security feature.
show cluster-switches,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cl-switches.htm,Execute this command on a Mobility Conductor using control plane security in a multi-master/ conductor environment to show other managed devices to which it is connected.
show cluster-tech-support,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cl-tech-sup.htm,Displays cluster-related information in relation to the managed device.
show command-details,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cmd-details.htm,This command displays the command debugging details for a command executed in the CLI session.
show command-history,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cmd-history.htm,This command displays the command history for the CLI session. Use this command to display a list of commands that you have executed in the CLI session.
show configuration,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-conf.htm,"This command shows the saved configuration on the controller. Execute this command to view the entire configuration saved on the controller, including all profiles, ACLs, and interface settings."
show controller-ip,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cont-ip.htm,Shows the IPv4 address and VLAN interface ID of the controller.
show controller-ipv6,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cont-ipv6.htm,Shows the IPv6 address and VLAN interface ID of the controller.
show control-plane-security,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-con-pln-secr.htm,Shows the current configuration of the control plane security profile. The control plane security profile enables and disables the control plane security feature and identifies campus APs to receive security certificates. Issue this command to view current control plane security settings.
show country,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-country.htm,Shows the country and domain upgrade trail of the controller. A controller’s country code sets the regulatory domain for the radio frequencies that the APs use. This value is typically set during the controller’s initial setup procedure. Use this command to determine the country code specified during setup.
show cp-bwcontracts,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cp-bwcontr.htm,Displays a list of Control Processor (CP) bandwidth contracts for whitelist/allowlist ACLs.
show cp-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cp-stats.htm,This command shows the control plane (CP) queue statistics.
show cpuload,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cpuload.htm,"The show cpuload command displays the controller CPU load for application and system processes. The CPU load statistics for a controller can be viewed by using the current parameter, or displayed per-processor by using the per-cpu command."
show crashinfo,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-crashinfo.htm,This command shows the list of crashes in the system.
show crypto-local ipsec-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cryp-lcl-ipsc.htm,Displays the current IPsec map configuration on the controller. The command show crypto-local ipsec displays the current IPsec configuration on the controller.
show crypto debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-crypto-dbg.htm,This command allows to debug crypto module.
show crypto dp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-crypto-dp.htm,"Displays crypto data packets. Use this command to send crypto data packet information to the controller log files, or to clear a crypto ISAKMP state associated with a specific IP address."
show crypto dynamic-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cry-dyn-map.htm,"This command displays IPsec dynamic map configurations. Dynamic maps enable IPsec SA negotiations from dynamically addressed IPsec peers. Once you have defined a dynamic map, you can associate that map with the default global map using the command crypto map global-map."
show crypto ipsec,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cry-ipsec.htm,Displays the current IPsec configuration on the managed device. Execute the show crypto ipsec command to view the Maximum Transmission Unit (MTU) size allowed for network transmissions using IPsec security. It also displays the transform sets that define a specific encryption and authentication type.
show crypto isakmp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cry-isakmp.htm,"This command displays Internet Key Exchange (IKE) parameters for the Internet Security Association and Key Management Protocol (ISAKMP). Use the show crypto isakmp command to view ISAKMP settings, statistics and policies."
show crypto-local isakmp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cry-lcl-iskmp.htm,This command displays Internet Key Exchange (IKE) parameters for the Internet Security Association and Key Management Protocol (ISAKMP). Use the show crypto-local isakmp command to view IKE parameters.
show crypto-local pki,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cry-lcl-pki.htm,"Execute this command to show local certificate, OCSP signer or responder certificate, and CRL data and statistics. Use the show crypto-local pki command to view all CRL and certificate status, OCSP client and OCSP responder status and statistics."
show crypto map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cryp-map.htm,"This command displays the IPsec map configurations. Use the show crypto map command to view configuration for global, dynamic, and default map configurations."
show crypto pki,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-cry-pki.htm,"This command displays different certificates, Certificate Revocation List (CRL), and certificate signing request (CSR) for the captive portal feature."
show database,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-database.htm,This command displays database synchronization status.
show datapath,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-datapath.htm,Displays system statistics for the managed device. Use the show datapath command to display various datapath statistics for debugging purposes.
show datapath cluster details,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-db-cl-det.htm,Displays the following information:
show datapath cluster heartbeat counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-dp-cl-hb.htm,Displays information related to cluster heartbeat counters.
show dds debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-dds-debug.htm,This command shows the dds debug information.
show debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-debug.htm,This command shows the debug information for debug logging levels.
show dot1x-transactions-monitor,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-dot1x-trnsctn-mon.htm,"This command displays the rate statistics, per second, for a 802.1X user. The command output is displayed only when the interval and duration is set in the dot1x-transactions-monitor set command, and the start action is executed in the dot1x-transactions-monitor command."
show dpi,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-dpi.htm,Shows applications and application categories that are configured for DPI. It also shows DPI global bandwidth contracts by application or application category.
show fake-ade-cnt,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-fake-ade-cnt.htm,Display the global and current fake ade counters
show fault,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-faults.htm,"Display a list of faults, which are any problematic conditions of the ArubaOS software or hardware."
show file syncing profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-file-sync.htm,This command displays the configuration the file syncing profile.
